テーブル名（日本語）,テーブル名（英語）,カラム名（日）,カラム名（英）,仮説,分析シナリオ,説明文,具体的手続,TGDScript
受注データ,order,"受注番号,受注日,得意先コード,受注担当者コード,受注ステータス,納期,備考,入力日,入力担当者コード","orderNumber,orderDate,customerCode,orderStaffCode,orderStatus,dueDate,remarks",請求日が未来日で登録されている（この項目は売上データ・請求データとの突合が必要）,受注データにおいて、請求日が未来日で登録されているケースを抽出して内容を確認する（この項目は売上データ・請求データとの突合が必要）,請求日が未来日で登録されている場合、業務運用上の逸脱や誤操作、不正処理の可能性がある（この項目は売上データ・請求データとの突合が必要）,「請求日」を含む売上・請求データと結合のうえ、該当カラムを用いて「請求日が未来日で登録されている」に該当する受注データを抽出し、得意先・出荷・売上・請求などと突合・確認する,
受注データ,order,"受注番号,受注日,得意先コード,受注担当者コード,受注ステータス,納期,備考,入力日,入力担当者コード","orderNumber,orderDate,customerCode,orderStaffCode,orderStatus,dueDate,remarks",請求金額がゼロ円で確定処理されている（この項目は売上データ・請求データとの突合が必要）,受注データにおいて、請求金額がゼロ円で確定処理されているケースを抽出して内容を確認する（この項目は売上データ・請求データとの突合が必要）,請求金額がゼロ円で確定処理されている場合、業務運用上の逸脱や誤操作、不正処理の可能性がある（この項目は売上データ・請求データとの突合が必要）,「請求金額」、「受注ステータス」を含む売上・請求データと結合のうえ、該当カラムを用いて「請求金額がゼロ円で確定処理されている」に該当する受注データを抽出し、得意先・出荷・売上・請求などと突合・確認する,
受注データ,order,"受注番号,受注日,得意先コード,受注担当者コード,受注ステータス,納期,備考,入力日,入力担当者コード","orderNumber,orderDate,customerCode,orderStaffCode,orderStatus,dueDate,remarks",請求金額がマイナスで登録されている（この項目は売上データ・請求データとの突合が必要）,受注データにおいて、請求金額がマイナスで登録されているケースを抽出して内容を確認する（この項目は売上データ・請求データとの突合が必要）,請求金額がマイナスで登録されている場合、業務運用上の逸脱や誤操作、不正処理の可能性がある（この項目は売上データ・請求データとの突合が必要）,「請求金額」を含む売上・請求データと結合のうえ、該当カラムを用いて「請求金額がマイナスで登録されている」に該当する受注データを抽出し、得意先・出荷・売上・請求などと突合・確認する,
受注データ,order,"受注番号,受注日,得意先コード,受注担当者コード,受注ステータス,納期,備考,入力日,入力担当者コード","orderNumber,orderDate,customerCode,orderStaffCode,orderStatus,dueDate,remarks",請求金額が売上金額と一致していない（この項目は売上データ・請求データとの突合が必要）,受注データにおいて、請求金額が売上金額と一致していないケースを抽出して内容を確認する（この項目は売上データ・請求データとの突合が必要）,請求金額が売上金額と一致していない場合、業務運用上の逸脱や誤操作、不正処理の可能性がある（この項目は売上データ・請求データとの突合が必要）,「請求金額」、「売上金額」を含む売上・請求データと結合のうえ、該当カラムを用いて「請求金額が売上金額と一致していない」に該当する受注データを抽出し、得意先・出荷・売上・請求などと突合・確認する,
受注データ,order,"受注番号,受注日,得意先コード,受注担当者コード,受注ステータス,納期,備考,入力日,入力担当者コード","orderNumber,orderDate,customerCode,orderStaffCode,orderStatus,dueDate,remarks",過去12ヶ月以上受注がなかった得意先に対する高額受注,受注データにおいて、過去12ヶ月以上受注がなかった得意先に対する高額受注ケースを抽出して内容を確認する,過去12ヶ月以上受注がなかった得意先に対する高額受注場合、業務運用上の逸脱や誤操作、不正処理の可能性がある,「受注日」、「得意先コード」、「売上金額」を含む売上・請求データと結合のうえ、該当カラムを用いて「過去12ヶ月以上受注がなかった得意先に対する高額受注」に該当する受注データを抽出し、得意先・出荷・売上・請求などと突合・確認する,
受注データ,order,"受注番号,受注日,得意先コード,受注担当者コード,受注ステータス,納期,備考,入力日,入力担当者コード","orderNumber,orderDate,customerCode,orderStaffCode,orderStatus,dueDate,remarks,shipmentDate",出荷済であるにもかかわらず、受注ステータスが「確定」未満の状態（例：「入力」「仮確定」）になっている,受注データにおいて、出荷済の受注で「受注ステータス」が「入力」「仮確定」など未確定のままになっているレコードを抽出し、整合性を確認する,出荷処理まで進んでいるにもかかわらず、受注ステータスが未確定状態の場合、業務プロセスの逸脱や承認ミスの可能性がある,「受注ステータス」「出荷日」「出荷ステータス」などのカラムを組み合わせて、出荷済みかつ受注ステータスが未確定（入力・仮確定）の受注を抽出し、出荷伝票との整合性を分析する。なお、「出荷日」に日付が入っているものを出荷済みと定義する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",1件の受注に対して明細が極端に多い（例：50行以上）,受注明細データにおいて、1件の受注に対して明細が極端に多い（例：50行以上）ケースを抽出して内容を確認する,1件の受注に対して明細が極端に多い（例：50行以上）場合、商品マスタとの不整合、受注ヘッダとの突合不備、業務ルール逸脱が想定される,「受注番号」、「商品コード」を用いて「1件の受注に対して明細が極端に多い（例：50行以上）」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",他明細との連携が不完全である,受注明細データにおいて、他明細との連携が不完全であるケースを抽出して内容を確認する,他明細との連携が不完全である場合、商品マスタや受注ヘッダとの不整合、業務ルールの逸脱、不正処理の可能性がある,「受注番号」、「商品コード」を用いて「他明細との連携が不完全である」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",他明細と不整合な明細が存在する,受注明細データにおいて、他明細と不整合な明細が存在するケースを抽出して内容を確認する,他明細と不整合な明細が存在する場合、商品マスタや受注ヘッダとの不整合、業務ルールの逸脱、不正処理の可能性がある,「受注番号」、「商品コード」を用いて「他明細と不整合な明細が存在する」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",他明細と突合して存在しないデータが含まれる,受注明細データにおいて、他明細と突合して存在しないデータが含まれるケースを抽出して内容を確認する,他明細と突合して存在しないデータが含まれる場合、商品マスタや受注ヘッダとの不整合、業務ルールの逸脱、不正処理の可能性がある,「受注番号」、「商品コード」を用いて「他明細と突合して存在しないデータが含まれる」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",他明細の整合性チェックがされていないまま確定されている,受注明細データにおいて、他明細の整合性チェックがされていないまま確定されているケースを抽出して内容を確認する,他明細の整合性チェックがされていないまま確定されている場合、商品マスタや受注ヘッダとの不整合、業務ルールの逸脱、不正処理の可能性がある,「受注番号」、「商品コード」を用いて「他明細の整合性チェックがされていないまま確定されている」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",備考が全行共通の内容で埋まっている,受注明細データにおいて、備考が全行共通の内容で埋まっているケースを抽出して内容を確認する,備考が全行共通の内容で埋まっている場合、商品マスタとの不整合、受注ヘッダとの突合不備、業務ルール逸脱が想定される,「備考」を用いて「備考が全行共通の内容で埋まっている」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",備考欄に「テスト」や「削除」などの文字列が含まれる,受注明細データにおいて、備考欄に「テスト」や「削除」などの文字列が含まれるケースを抽出して内容を確認する,備考欄に「テスト」や「削除」などの文字列が含まれる場合、商品マスタとの不整合、受注ヘッダとの突合不備、業務ルール逸脱が想定される,「備考」を用いて「備考欄に「テスト」や「削除」などの文字列が含まれる」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",備考欄に金額や数量の訂正内容が含まれている,受注明細データにおいて、備考欄に金額や数量の訂正内容が含まれているケースを抽出して内容を確認する,備考欄に金額や数量の訂正内容が含まれている場合、商品マスタとの不整合、受注ヘッダとの突合不備、業務ルール逸脱が想定される,「数量」、「金額」、「備考」を用いて「備考欄に金額や数量の訂正内容が含まれている」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",単価が0円である,受注明細データにおいて、単価が0円であるケースを抽出して内容を確認する,単価が0円である場合、商品マスタや受注ヘッダとの不整合、業務ルールの逸脱、不正処理の可能性がある,「単価」を用いて「単価が0円である」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",単価が0円で登録されている,受注明細データにおいて、単価が0円で登録されているケースを抽出して内容を確認する,単価が0円で登録されている場合、商品マスタとの不整合、受注ヘッダとの突合不備、業務ルール逸脱が想定される,「単価」を用いて「単価が0円で登録されている」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",単価がNULLである,受注明細データにおいて、単価がNULLであるケースを抽出して内容を確認する,単価がNULLである場合、商品マスタや受注ヘッダとの不整合、業務ルールの逸脱、不正処理の可能性がある,「単価」を用いて「単価がNULLである」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",単価が商品マスタと一致していない,受注明細データにおいて、単価が商品マスタと一致していないケースを抽出して内容を確認する,単価が商品マスタと一致していない場合、商品マスタとの不整合、受注ヘッダとの突合不備、業務ルール逸脱が想定される,「単価」を用いて「単価が商品マスタと一致していない」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",単価が異常に安い,受注明細データにおいて、単価が異常に安いケースを抽出して内容を確認する,単価が異常に安い場合、商品マスタや受注ヘッダとの不整合、業務ルールの逸脱、不正処理の可能性がある,「単価」を用いて「単価が異常に安い」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",単価が異常に高い,受注明細データにおいて、単価が異常に高いケースを抽出して内容を確認する,単価が異常に高い場合、商品マスタや受注ヘッダとの不整合、業務ルールの逸脱、不正処理の可能性がある,「単価」を用いて「単価が異常に高い」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks","単価が異常に高い（例：100,000円以上）","受注明細データにおいて、単価が異常に高い（例：100,000円以上）ケースを抽出して内容を確認する","単価が異常に高い（例：100,000円以上）場合、商品マスタとの不整合、受注ヘッダとの突合不備、業務ルール逸脱が想定される","「単価」を用いて「単価が異常に高い（例：100,000円以上）」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する",
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",単価と数量は存在するのに金額が空欄,受注明細データにおいて、単価と数量は存在するのに金額が空欄ケースを抽出して内容を確認する,単価と数量は存在するのに金額が空欄場合、商品マスタとの不整合、受注ヘッダとの突合不備、業務ルール逸脱が想定される,「単価」、「数量」、「金額」を用いて「単価と数量は存在するのに金額が空欄」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",受注ヘッダでキャンセル済なのに明細が存在する,受注明細データにおいて、受注ヘッダでキャンセル済なのに明細が存在するケースを抽出して内容を確認する,受注ヘッダでキャンセル済なのに明細が存在する場合、商品マスタとの不整合、受注ヘッダとの突合不備、業務ルール逸脱が想定される,「受注番号」、「商品コード」を用いて「受注ヘッダでキャンセル済なのに明細が存在する」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",受注ヘッダとの連携が不完全である,受注明細データにおいて、受注ヘッダとの連携が不完全であるケースを抽出して内容を確認する,受注ヘッダとの連携が不完全である場合、商品マスタや受注ヘッダとの不整合、業務ルールの逸脱、不正処理の可能性がある,「受注番号」、「商品コード」を用いて「受注ヘッダとの連携が不完全である」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",受注ヘッダと不整合な明細が存在する,受注明細データにおいて、受注ヘッダと不整合な明細が存在するケースを抽出して内容を確認する,受注ヘッダと不整合な明細が存在する場合、商品マスタや受注ヘッダとの不整合、業務ルールの逸脱、不正処理の可能性がある,「受注番号」、「商品コード」を用いて「受注ヘッダと不整合な明細が存在する」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",受注ヘッダと突合して存在しないデータが含まれる,受注明細データにおいて、受注ヘッダと突合して存在しないデータが含まれるケースを抽出して内容を確認する,受注ヘッダと突合して存在しないデータが含まれる場合、商品マスタや受注ヘッダとの不整合、業務ルールの逸脱、不正処理の可能性がある,「受注番号」、「商品コード」を用いて「受注ヘッダと突合して存在しないデータが含まれる」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",受注ヘッダに存在しない受注番号が登録されている,受注明細データにおいて、受注ヘッダに存在しない受注番号が登録されているケースを抽出して内容を確認する,受注ヘッダに存在しない受注番号が登録されている場合、商品マスタとの不整合、受注ヘッダとの突合不備、業務ルール逸脱が想定される,「受注番号」を用いて「受注ヘッダに存在しない受注番号が登録されている」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",受注ヘッダの整合性チェックがされていないまま確定されている,受注明細データにおいて、受注ヘッダの整合性チェックがされていないまま確定されているケースを抽出して内容を確認する,受注ヘッダの整合性チェックがされていないまま確定されている場合、商品マスタや受注ヘッダとの不整合、業務ルールの逸脱、不正処理の可能性がある,「受注番号」、「商品コード」を用いて「受注ヘッダの整合性チェックがされていないまま確定されている」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",受注番号が受注ヘッダに存在しない,受注明細データにおいて、受注番号が受注ヘッダに存在しないケースを抽出して内容を確認する,受注番号が受注ヘッダに存在しない場合、商品マスタとの不整合、受注ヘッダとの突合不備、業務ルール逸脱が想定される,「受注番号」を用いて「受注番号が受注ヘッダに存在しない」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",同一受注に対して全明細の金額が0円,受注明細データにおいて、同一受注に対して全明細の金額が0円ケースを抽出して内容を確認する,同一受注に対して全明細の金額が0円場合、商品マスタとの不整合、受注ヘッダとの突合不備、業務ルール逸脱が想定される,「金額」を用いて「同一受注に対して全明細の金額が0円」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",同一受注番号に対し、商品コードがアルファベット順になっていない,受注明細データにおいて、同一受注番号に対し、商品コードがアルファベット順になっていないケースを抽出して内容を確認する,同一受注番号に対し、商品コードがアルファベット順になっていない場合、商品マスタとの不整合、受注ヘッダとの突合不備、業務ルール逸脱が想定される,「商品コード」、「受注番号」を用いて「同一受注番号に対し、商品コードがアルファベット順になっていない」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",同一受注番号に対して同一商品が複数行で登録されている,受注明細データにおいて、同一受注番号に対して同一商品が複数行で登録されているケースを抽出して内容を確認する,同一受注番号に対して同一商品が複数行で登録されている場合、商品マスタとの不整合、受注ヘッダとの突合不備、業務ルール逸脱が想定される,「受注番号」を用いて「同一受注番号に対して同一商品が複数行で登録されている」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",同一商品に対して単価が異なる明細が同一受注に存在,受注明細データにおいて、同一商品に対して単価が異なる明細が同一受注に存在ケースを抽出して内容を確認する,同一商品に対して単価が異なる明細が同一受注に存在場合、商品マスタとの不整合、受注ヘッダとの突合不備、業務ルール逸脱が想定される,「単価」を用いて「同一商品に対して単価が異なる明細が同一受注に存在」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",同一商品コードに対して数量が0の明細が複数存在,受注明細データにおいて、同一商品コードに対して数量が0の明細が複数存在ケースを抽出して内容を確認する,同一商品コードに対して数量が0の明細が複数存在場合、商品マスタとの不整合、受注ヘッダとの突合不備、業務ルール逸脱が想定される,「商品コード」、「数量」を用いて「同一商品コードに対して数量が0の明細が複数存在」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",商品コードがNULLで登録されている,受注明細データにおいて、商品コードがNULLで登録されているケースを抽出して内容を確認する,商品コードがNULLで登録されている場合、商品マスタとの不整合、受注ヘッダとの突合不備、業務ルール逸脱が想定される,「商品コード」を用いて「商品コードがNULLで登録されている」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",商品コードがマスタに存在しない,受注明細データにおいて、商品コードがマスタに存在しないケースを抽出して内容を確認する,商品コードがマスタに存在しない場合、商品マスタとの不整合、受注ヘッダとの突合不備、業務ルール逸脱が想定される,「商品コード」を用いて「商品コードがマスタに存在しない」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",商品コードがマスタ上「非売品」に分類されている,受注明細データにおいて、商品コードがマスタ上「非売品」に分類されているケースを抽出して内容を確認する,商品コードがマスタ上「非売品」に分類されている場合、商品マスタとの不整合、受注ヘッダとの突合不備、業務ルール逸脱が想定される,「商品コード」を用いて「商品コードがマスタ上「非売品」に分類されている」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",商品コードが削除予定のまま使用されている,受注明細データにおいて、商品コードが削除予定のまま使用されているケースを抽出して内容を確認する,商品コードが削除予定のまま使用されている場合、商品マスタや受注ヘッダとの不整合、業務ルールの逸脱、不正処理の可能性がある,「商品コード」を用いて「商品コードが削除予定のまま使用されている」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",商品コードが削除済マスタのものになっている,受注明細データにおいて、商品コードが削除済マスタのものになっているケースを抽出して内容を確認する,商品コードが削除済マスタのものになっている場合、商品マスタとの不整合、受注ヘッダとの突合不備、業務ルール逸脱が想定される,「商品コード」を用いて「商品コードが削除済マスタのものになっている」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",商品コードが旧コード体系のまま登録されている,受注明細データにおいて、商品コードが旧コード体系のまま登録されているケースを抽出して内容を確認する,商品コードが旧コード体系のまま登録されている場合、商品マスタとの不整合、受注ヘッダとの突合不備、業務ルール逸脱が想定される,「商品コード」を用いて「商品コードが旧コード体系のまま登録されている」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",商品コードが旧商品のまま使用されている,受注明細データにおいて、商品コードが旧商品のまま使用されているケースを抽出して内容を確認する,商品コードが旧商品のまま使用されている場合、商品マスタや受注ヘッダとの不整合、業務ルールの逸脱、不正処理の可能性がある,「商品コード」を用いて「商品コードが旧商品のまま使用されている」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",商品コードが有効期限切れのものになっている,受注明細データにおいて、商品コードが有効期限切れのものになっているケースを抽出して内容を確認する,商品コードが有効期限切れのものになっている場合、商品マスタとの不整合、受注ヘッダとの突合不備、業務ルール逸脱が想定される,「商品コード」を用いて「商品コードが有効期限切れのものになっている」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",商品コードが複数マスタに重複して存在,受注明細データにおいて、商品コードが複数マスタに重複して存在ケースを抽出して内容を確認する,商品コードが複数マスタに重複して存在場合、商品マスタとの不整合、受注ヘッダとの突合不備、業務ルール逸脱が想定される,「商品コード」を用いて「商品コードが複数マスタに重複して存在」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",商品コードが販売停止のまま使用されている,受注明細データにおいて、商品コードが販売停止のまま使用されているケースを抽出して内容を確認する,商品コードが販売停止のまま使用されている場合、商品マスタや受注ヘッダとの不整合、業務ルールの逸脱、不正処理の可能性がある,「商品コード」を用いて「商品コードが販売停止のまま使用されている」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",商品コードが非売品のまま使用されている,受注明細データにおいて、商品コードが非売品のまま使用されているケースを抽出して内容を確認する,商品コードが非売品のまま使用されている場合、商品マスタや受注ヘッダとの不整合、業務ルールの逸脱、不正処理の可能性がある,「商品コード」を用いて「商品コードが非売品のまま使用されている」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",商品コードに不適切な形式（例：全角文字）が含まれている,受注明細データにおいて、商品コードに不適切な形式（例：全角文字）が含まれているケースを抽出して内容を確認する,商品コードに不適切な形式（例：全角文字）が含まれている場合、商品マスタとの不整合、受注ヘッダとの突合不備、業務ルール逸脱が想定される,「商品コード」を用いて「商品コードに不適切な形式（例：全角文字）が含まれている」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",商品コードの前方3桁が未使用の体系（例：ZZZなど）,受注明細データにおいて、商品コードの前方3桁が未使用の体系（例：ZZZなど）ケースを抽出して内容を確認する,商品コードの前方3桁が未使用の体系（例：ZZZなど）場合、商品マスタとの不整合、受注ヘッダとの突合不備、業務ルール逸脱が想定される,「商品コード」を用いて「商品コードの前方3桁が未使用の体系（例：ZZZなど）」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",商品マスタとの連携が不完全である,受注明細データにおいて、商品マスタとの連携が不完全であるケースを抽出して内容を確認する,商品マスタとの連携が不完全である場合、商品マスタや受注ヘッダとの不整合、業務ルールの逸脱、不正処理の可能性がある,「受注番号」、「商品コード」を用いて「商品マスタとの連携が不完全である」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",商品マスタと不整合な明細が存在する,受注明細データにおいて、商品マスタと不整合な明細が存在するケースを抽出して内容を確認する,商品マスタと不整合な明細が存在する場合、商品マスタや受注ヘッダとの不整合、業務ルールの逸脱、不正処理の可能性がある,「受注番号」、「商品コード」を用いて「商品マスタと不整合な明細が存在する」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
受注明細データ,orderDetail,"受注番号,明細行番号,商品コード,数量,単価,金額,備考","orderNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",商品マスタと突合して存在しないデータが含まれる,受注明細データにおいて、商品マスタと突合して存在しないデータが含まれるケースを抽出して内容を確認する,商品マスタと突合して存在しないデータが含まれる場合、商品マスタや受注ヘッダとの不整合、業務ルールの逸脱、不正処理の可能性がある,「受注番号」、「商品コード」を用いて「商品マスタと突合して存在しないデータが含まれる」に該当するデータを抽出し、商品マスタ・受注データと結合・突合し整合性を分析する,
